"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"631","Zack Mitchell","MIN","R","34","335.08333333333","3","2","2","0","5","62.50","27","11.11","2.69","35","32","22","15","1","2","4","2","2","0","0","3","1","13","40","27","13","26","24","52.00"
"662","Jordan Schmaltz","STL","D","42","501.41666666667","0","5","4","1","5","31.25","21","0.00","0.65","41","26","6","1","0","0","12","6","6","0","0","2","9","2","18","33","44","0","0","-"
"682","Mackenzie MacEachern","STL","L","29","232.93333333333","3","2","1","1","5","83.33","33","9.09","3.01","48","41","32","20","0","3","10","5","5","0","0","4","0","6","49","37","4","0","0","-"
"710","Daniel O'Regan","BUF, S.J","C","25","255.91666666667","1","4","3","1","5","50.00","24","4.17","2.27","36","30","24","13","0","5","2","1","1","0","0","1","6","10","6","29","8","74","79","48.37"
"722","Jaycob Megna","ANA","D","43","642.21666666667","1","4","3","1","5","26.32","38","2.63","1.81","85","57","18","1","0","4","14","7","7","0","0","2","35","15","38","45","59","0","0","-"
"727","Kurtis MacDermid","L.A","D","45","497.35","1","4","2","2","5","33.33","24","4.17","1.23","60","37","14","4","1","6","68","21","14","6","1","12","35","3","103","61","31","0","0","-"
"741","John Gilmour","NYR","D","33","561.31666666667","2","3","1","2","5","22.73","70","2.86","3.44","148","101","37","7","1","11","18","9","9","0","0","2","32","12","30","34","40","0","0","-"
"771","Ryan Graves","COL","D","26","288.7","3","2","1","1","5","35.71","26","11.54","0.94","62","41","13","2","0","3","2","1","1","0","0","0","12","5","32","25","51","0","0","-"
"834","Josh Currie","EDM","R","21","182.88333333333","2","3","2","1","5","71.43","19","10.53","1.51","34","24","17","8","1","1","2","1","1","0","0","1","2","3","39","27","17","2","3","40.00"
"882","John Quenneville","N.J","C","33","405.95","2","3","2","1","5","38.46","42","4.76","3.81","84","68","46","12","3","6","6","3","3","0","0","6","9","9","40","44","14","4","8","33.33"
"889","Vladislav Kamenev","COL, NSH","C, L","28","254.48333333333","2","3","1","2","5","50.00","24","8.33","1.67","46","32","17","9","2","2","12","6","6","0","0","1","6","2","24","25","5","72","77","48.32"
"984","Filip Chlapik","OTT","C","25","270.76666666667","2","3","3","0","5","71.43","30","6.67","2.63","51","45","26","10","0","6","8","4","4","0","0","3","7","11","20","32","18","58","76","43.28"
"985","Jacob Larsson","ANA","D","53","904.33333333333","0","5","2","3","5","19.23","59","0.00","2.7","137","92","23","7","2","11","18","9","9","0","0","3","31","10","42","92","60","0","1","0.00"
"1022","Sami Niku","WPG","D","31","432.75","2","3","0","3","5","27.78","21","9.52","1.18","49","31","13","6","2","4","2","1","1","0","0","2","11","4","10","31","33","0","0","-"
"1051","Dillon Dube","CGY","C","25","251.68333333333","1","4","0","4","5","55.56","22","4.55","2.58","43","30","21","14","1","1","4","2","2","0","0","7","6","6","11","25","3","16","24","40.00"
"1057","Max Jones","ANA","L","30","394.9","2","3","2","1","5","38.46","58","3.45","7.34","110","85","72","43","1","6","14","7","7","0","0","8","9","12","30","44","5","1","2","33.33"
"1060","Josh Mahura","ANA","D","17","243.16666666667","1","4","2","2","5","41.67","20","5.00","0.8","42","26","12","3","0","0","4","2","2","0","0","1","8","7","6","37","18","0","0","-"
"1100","Gavin Bayreuther","DAL","D","19","345.58333333333","2","3","2","1","5","35.71","25","8.00","1.91","62","39","16","4","1","2","10","5","5","0","0","1","13","8","11","32","19","0","0","-"
"1106","Kailer Yamamoto","EDM","R","26","358.46666666667","1","4","2","2","5","55.56","36","2.78","4.82","63","50","47","27","4","11","4","2","2","0","0","10","14","8","24","34","14","0","1","0.00"
"1167","Karson Kuhlman","BOS","C","11","133.6","3","2","1","1","5","55.56","15","20.00","0.95","31","21","11","5","2","1","2","1","1","0","0","0","3","3","6","23","4","1","0","100.00"
"1171","Juuso Riikola","PIT","D","37","617.33333333333","2","3","1","2","5","19.23","43","4.65","2.34","97","59","25","5","0","4","10","5","5","0","0","4","16","13","86","75","38","0","0","-"
"7","Shawn Thornton","FLA","L","50","384.48333333333","2","2","0","2","4","66.67","42","4.76","2.67","81","62","33","17","6","4","67","18","11","5","2","12","8","8","52","16","8","5","10","33.33"
"17","Chris Neil","OTT","R","53","401.28333333333","1","3","1","2","4","66.67","42","2.38","3.23","66","51","35","17","3","3","63","21","14","7","0","16","9","11","108","48","20","0","0","-"
"34","Nick Schultz","PHI","D","28","427.11666666667","0","4","3","1","4","26.67","25","0.00","1.03","63","41","15","3","1","1","10","5","5","0","0","0","13","2","45","50","61","0","0","-"
"60","Vernon Fiddler","N.J, NSH","C, L","59","687.48333333333","2","2","1","1","4","33.33","48","4.17","4.3","89","72","36","15","5","4","66","21","17","2","2","23","21","12","57","65","33","370","319","53.70"
"95","Mark Stuart","WPG","D","42","523.08333333333","2","2","1","1","4","23.53","24","8.33","0.64","52","33","9","1","1","3","27","11","10","1","0","7","23","3","68","36","79","0","0","-"
"168","Jakub Kindl","FLA","D","39","572.93333333333","0","4","3","1","4","22.22","41","0.00","1.07","77","58","6","0","0","4","28","14","14","0","0","1","13","9","49","34","37","0","0","-"
"185","Jared Boll","ANA","R","61","340.8","1","3","3","0","4","50.00","17","5.88","1.36","31","24","17","5","2","2","103","26","9","17","0","25","5","2","77","50","14","0","1","0.00"
"262","Chris Terry","MTL","L","14","138.43333333333","2","2","1","1","4","80.00","15","13.33","1.34","24","20","14","9","0","2","4","2","2","0","0","2","8","5","10","19","1","1","1","50.00"
"320","Zac Dalpe","CBJ, MIN","C","22","175.31666666667","1","3","1","2","4","57.14","27","3.70","1.47","41","33","17","6","2","3","22","8","6","2","0","4","2","6","11","10","9","34","50","40.48"
"321","Cameron Gaunce","PIT, T.B","D","14","181.55","1","3","3","0","4","44.44","10","10.00","0.48","21","16","3","1","0","4","20","7","5","2","0","4","7","4","27","18","11","0","0","-"
"345","Ben Smith","COL, TOR","R","40","458.65","2","2","1","1","4","44.44","30","6.67","3.51","56","44","37","20","2","2","4","2","2","0","0","3","5","9","29","57","41","241","227","51.50"
"366","Anton Lander","EDM","C","22","215.03333333333","1","3","1","2","4","44.44","12","8.33","0.72","21","17","8","1","0","0","6","3","3","0","0","0","4","8","28","13","7","79","62","56.03"
"412","Corban Knight","PHI","C","23","221.81666666667","1","3","1","2","4","100.00","15","6.67","1.17","24","19","16","9","0","1","0","0","0","0","0","0","2","6","9","15","13","63","58","52.07"
"516","Harry Zolnierczyk","NSH","L","24","212.93333333333","2","2","2","0","4","80.00","19","10.53","1.26","32","21","11","5","1","1","10","5","5","0","0","8","1","7","25","36","11","8","11","42.11"
"916","Anton Lindholm","COL","D","62","823.48333333333","0","4","2","2","4","14.81","29","0.00","1.11","89","48","19","3","3","5","16","8","8","0","0","3","13","10","138","59","64","0","0","-"
"922","Victor Olofsson","BUF","L","6","108.1","2","2","2","0","4","66.67","21","9.52","1.43","39","31","16","2","2","3","2","1","1","0","0","0","3","1","2","3","3","0","0","-"
"938","Jonas Siegenthaler","WSH","D","26","367.98333333333","0","4","2","2","4","28.57","12","0.00","0.64","40","24","11","1","1","2","10","5","5","0","0","0","20","3","31","40","44","0","0","-"
"956","Evgeny Svechnikov","DET","R","16","149.76666666667","2","2","2","0","4","80.00","19","10.53","1.69","32","26","15","9","1","0","8","4","4","0","0","4","6","3","17","25","7","1","4","20.00"
"966","Ethan Bear","EDM","D","18","335.38333333333","1","3","2","1","4","30.77","20","5.00","0.75","45","28","7","0","0","1","10","5","5","0","0","2","18","5","14","20","28","0","0","-"
"987","Denis Gurianov","DAL","R","22","241.41666666667","1","3","1","2","4","66.67","23","4.35","2.07","45","36","26","11","2","0","0","0","0","0","0","0","5","2","24","15","12","1","1","50.00"
"1000","Sergey Kalinin","N.J","C","43","550.13333333333","2","2","2","0","4","66.67","38","5.26","3.11","56","48","33","20","0","1","15","6","5","1","0","6","10","7","53","44","20","72","102","41.38"
"1088","Maxim Mamin","FLA","C","33","324.96666666667","3","1","0","1","4","57.14","36","8.33","2.56","61","49","25","10","1","3","12","3","1","2","0","4","12","15","61","29","10","0","2","0.00"
"1145","Sebastian Aho","NYI","D","22","357.4","1","3","1","2","4","23.53","24","4.17","0.81","54","33","16","1","0","2","6","3","3","0","0","4","12","3","10","25","14","0","1","0.00"
"1146","Max Veronneau","OTT","R","12","150.25","2","2","0","2","4","66.67","15","13.33","1.3","23","19","12","4","0","1","0","0","0","0","0","1","3","1","0","13","5","0","0","-"
"1174","Ilya Lyubushkin","ARI","D","41","563.11666666667","0","4","3","1","4","25.00","27","0.00","1.27","64","46","12","1","1","4","13","5","4","1","0","6","22","6","150","72","61","0","0","-"
"6","Michal Rozsival","CHI","D","22","340.9","1","2","2","0","3","37.50","16","6.25","0.76","26","22","4","1","0","2","14","7","7","0","0","1","10","5","47","49","25","0","0","-"
"53","Jordin Tootoo","CHI","R","50","337.35","2","1","0","1","3","60.00","43","4.65","4.09","81","59","39","21","4","3","28","8","4","4","0","12","9","9","52","24","8","1","0","100.00"
"121","Clayton Stoner","ANA","D","14","245.71666666667","1","2","1","1","3","60.00","16","6.25","0.6","29","19","4","1","0","1","28","7","4","2","1","8","3","2","35","26","17","0","0","-"
"401","Jordan Szwarz","BOS","R","12","138.11666666667","0","3","2","1","3","60.00","19","0.00","1.63","23","21","15","7","0","4","2","1","1","0","0","1","1","3","9","25","8","28","42","40.00"
"429","Justin Dowling","DAL","C","20","233.58333333333","0","3","2","1","3","37.50","20","0.00","2.27","45","29","33","15","0","1","2","1","1","0","0","0","4","9","12","21","7","69","59","53.91"
"436","Shane Harper","FLA","R","14","144.2","2","1","1","0","3","100.00","13","15.38","1.2","23","18","14","5","2","1","18","6","4","2","0","7","3","4","19","13","0","0","0","-"
"444","Justin Holl","TOR","D","13","172.01666666667","2","1","0","1","3","27.27","8","25.00","0.21","18","13","5","0","0","0","2","1","1","0","0","2","7","2","11","30","8","0","0","-"
"454","Michael Bournival","T.B","L","24","239.53333333333","2","1","0","1","3","100.00","30","6.67","2.57","53","46","32","16","7","2","2","1","1","0","0","1","3","7","39","35","13","1","2","33.33"
"505","Freddie Hamilton","ARI, CGY","C","42","397.98333333333","2","1","1","0","3","37.50","42","4.76","3.32","73","56","36","15","1","5","10","5","5","0","0","6","7","5","81","34","1","103","95","52.02"
"515","Ryan Garbutt","ANA","C","27","247.28333333333","2","1","0","1","3","42.86","26","7.69","1.7","57","43","20","8","6","1","20","10","10","0","0","4","3","3","53","26","12","7","4","63.64"
"522","Paul Thompson","FLA","R","21","165.9","0","3","1","2","3","75.00","19","0.00","1.11","30","25","17","5","3","1","22","8","6","2","0","4","2","4","48","17","16","0","1","0.00"
"535","Rob O'Gara","BOS, NYR","D","33","513.41666666667","0","3","2","1","3","17.65","23","0.00","1.16","64","38","19","3","1","6","6","3","3","0","0","4","9","4","45","32","51","0","0","-"
"637","Karl Stollery","N.J","D","11","186.1","0","3","0","3","3","37.50","11","0.00","0.53","23","16","5","1","1","0","13","5","4","1","0","5","6","3","26","15","16","0","0","-"
"699","Dominic Toninato","COL","C","39","305.61666666667","1","2","1","1","3","37.50","26","3.85","2.64","52","37","32","13","5","6","12","6","6","0","0","9","5","3","24","49","15","83","120","40.89"
"728","Ashton Sautner","VAN","D","22","314.05","0","3","1","2","3","25.00","24","0.00","0.78","42","32","10","1","0","1","4","2","2","0","0","1","10","3","34","42","22","0","0","-"
"740","Joel Vermin","T.B","R","18","196.68333333333","0","3","0","3","3","50.00","12","0.00","2.01","25","20","20","6","1","2","4","2","2","0","0","3","2","5","17","26","7","2","1","66.67"
"767","Nick Paul","OTT","L","32","272.83333333333","2","1","0","1","3","60.00","45","4.44","3.59","72","57","41","19","3","4","4","2","2","0","0","0","7","8","47","37","8","22","30","42.31"
"786","Laurent Dauphin","ARI","C","27","288.6","2","1","1","0","3","60.00","35","5.71","2.7","46","40","27","17","1","3","14","7","7","0","0","3","3","9","33","54","14","42","50","45.65"
"832","Trevor Murphy","ARI","D","8","113.88333333333","1","2","0","2","3","50.00","5","20.00","0.22","14","9","3","0","0","1","0","0","0","0","0","1","3","3","6","13","9","0","0","-"
"891","Roland McKeown","CAR","D","10","134.1","0","3","0","3","3","37.50","7","0.00","0.14","26","12","6","1","0","0","19","4","2","1","1","2","3","1","3","21","5","0","0","-"
"913","Clark Bishop","CAR","C","20","189.13333333333","1","2","2","0","3","37.50","16","6.25","1.46","37","24","22","8","1","1","6","3","3","0","0","3","5","5","39","31","5","69","78","46.94"
"926","Joe Hicketts","DET","D","16","291.21666666667","0","3","1","2","3","33.33","18","0.00","0.7","40","27","6","1","2","0","2","1","1","0","0","4","12","3","26","26","39","0","0","-"
"991","Gabriel Carlsson","CBJ","D","17","202.21666666667","0","3","0","3","3","42.86","22","0.00","0.55","33","24","5","0","0","2","6","3","3","0","0","0","4","3","15","16","12","0","0","-"
"1007","Andrei Mironov","COL","D","10","110.46666666667","1","2","0","2","3","75.00","3","33.33","0.11","9","4","2","1","2","0","12","6","6","0","0","0","3","1","19","8","16","0","0","-"
"1032","Kalle Kossila","ANA","C, L","19","180.18333333333","2","1","1","0","3","100.00","21","9.52","1.37","32","26","13","6","1","0","4","2","2","0","0","0","5","4","13","20","7","59","59","50.00"
"1062","Jordan Kyrou","STL","C","16","154.55","1","2","2","0","3","75.00","16","6.25","1.03","24","20","18","6","2","0","4","2","2","0","0","3","3","3","2","20","3","2","0","100.00"
"1072","Nathan Bastian","N.J","R","7","88.766666666667","3","0","0","0","3","100.00","13","23.08","1.85","18","16","13","11","0","3","10","2","0","2","0","2","0","1","24","15","1","3","0","100.00"
"1073","Michael McLeod","N.J","C","21","256.11666666667","0","3","1","2","3","75.00","21","0.00","2.02","35","28","20","11","2","0","13","5","4","1","0","6","10","12","41","36","4","70","62","53.03"
"1103","Joseph Gambardella","EDM","C","15","121.55","0","3","2","1","3","50.00","7","0.00","0.68","13","10","8","3","1","0","2","1","1","0","0","0","2","5","14","22","5","3","1","75.00"
"1105","Juuso Valimaki","CGY","D","24","371.6","1","2","1","1","3","27.27","28","3.57","1.13","65","37","21","2","5","4","12","6","6","0","0","3","14","9","21","41","43","0","0","-"
"1122","Ryan Poehling","MTL","C","1","11.366666666667","3","0","0","0","3","100.00","3","100.00","0.22","5","3","5","1","0","0","0","0","0","0","0","0","0","0","1","0","0","4","3","57.14"
"1129","C.J. Smith","BUF","L","13","140.26666666667","2","1","1","0","3","60.00","20","10.00","1.31","32","28","12","6","0","4","0","0","0","0","0","0","5","4","4","6","1","0","0","-"
"1159","Quinn Hughes","VAN","D","5","90.4","0","3","3","0","3","60.00","6","0.00","0.2","12","8","5","1","2","2","2","1","1","0","0","1","2","3","1","2","1","0","0","-"
"1163","Filip Zadina","DET","R","9","138.46666666667","1","2","0","2","3","60.00","18","5.56","1.24","38","26","16","1","0","4","0","0","0","0","0","1","5","5","6","8","3","3","3","50.00"
"68","Matt Greene","L.A","D","26","342.73333333333","1","1","0","1","2","22.22","14","7.14","0.35","50","24","5","0","0","3","19","8","7","1","0","2","17","3","71","34","27","0","0","-"
"83","Milan Michalek","TOR","L","5","71.35","1","1","0","1","2","100.00","6","16.67","0.63","10","8","7","2","0","0","2","1","1","0","0","0","1","3","7","8","9","0","1","0.00"
"120","Tanner Glass","CGY, NYR","L","27","270.1","1","1","0","1","2","100.00","22","4.55","2.95","43","38","25","14","0","5","36","9","3","6","0","8","0","4","72","24","11","4","4","50.00"
"183","Chris Butler","STL","D","20","283.8","1","1","1","0","2","16.67","13","7.69","0.42","41","23","7","0","0","4","2","1","1","0","0","2","7","3","20","20","22","0","0","-"
"191","Mark Fayne","EDM","D","4","31.666666666667","0","2","2","0","2","100.00","4","0.00","0.11","7","7","1","0","0","1","0","0","0","0","0","0","2","0","1","6","2","0","0","-"
"223","Tom Sestito","PIT","L","13","71.916666666667","0","2","1","1","2","66.67","3","0.00","0.13","6","3","2","1","0","0","48","10","4","4","2","5","2","0","19","8","2","0","0","-"
"230","Brian Strait","WPG","D","5","79.65","0","2","2","0","2","50.00","3","0.00","0.16","10","7","3","0","0","1","0","0","0","0","0","0","0","0","5","2","8","0","0","-"
"243","Teddy Purcell","L.A","L, R","12","154.7","0","2","1","1","2","50.00","10","0.00","0.56","20","13","9","2","1","1","0","0","0","0","0","0","3","2","7","15","2","3","0","100.00"
"396","Drew Shore","VAN","C","14","167.51666666667","0","2","2","0","2","66.67","11","0.00","0.92","18","16","12","2","0","0","4","2","2","0","0","1","5","4","22","15","3","38","33","53.52"
"413","Wade Megan","DET, STL","C","15","121.4","1","1","1","0","2","50.00","23","4.35","1.66","30","26","16","9","0","2","2","1","1","0","0","2","3","2","6","12","4","42","38","52.50"
"434","Andrew Agozzino","COL","L","11","85.916666666667","1","1","0","1","2","66.67","11","9.09","0.58","14","13","7","2","0","2","0","0","0","0","0","0","4","1","14","13","3","16","22","42.11"
"489","Teemu Pulkkinen","ARI, MIN","L","13","123.51666666667","2","0","0","0","2","33.33","10","20.00","0.91","20","15","10","5","0","2","6","3","3","0","0","2","6","2","4","14","3","0","1","0.00"
"493","Julian Melchiori","WPG","D","18","330.61666666667","0","2","1","1","2","18.18","15","0.00","0.39","33","23","5","0","0","0","8","4","4","0","0","1","18","4","30","18","31","0","0","-"
"510","Marek Hrivik","CGY, NYR","L","19","192.23333333333","0","2","1","1","2","40.00","17","0.00","2.26","33","28","18","14","1","0","2","1","1","0","0","2","6","6","23","27","6","32","49","39.51"
"548","Blake Pietila","N.J","L","31","401.3","0","2","2","0","2","28.57","32","0.00","2.12","67","50","26","8","4","2","10","5","5","0","0","5","4","15","57","38","13","59","68","46.46"
"607","Duncan Siemens","COL","D","19","234.03333333333","1","1","0","1","2","50.00","16","6.25","0.79","34","23","6","0","1","0","25","7","5","1","1","4","7","2","32","25","22","0","0","-"
"739","Anton Blidh","BOS","L","21","190.91666666667","1","1","1","0","2","66.67","26","3.85","2.65","47","37","23","13","4","2","7","2","1","1","0","5","4","5","50","20","5","0","0","-"
"743","Tyler Lewington","WSH","D","2","27.583333333333","1","1","0","1","2","66.67","3","33.33","0.09","4","3","2","0","0","0","7","2","1","1","0","1","3","0","4","4","1","0","0","-"
"748","Tucker Poolman","WPG","D","24","301.51666666667","1","1","1","0","2","22.22","27","3.70","0.98","63","46","7","1","2","2","0","0","0","0","0","1","14","5","20","23","18","0","0","-"
"753","Josh Brown","FLA","D","37","492.11666666667","1","1","0","1","2","16.67","28","3.57","0.95","65","42","13","0","0","1","28","8","4","4","0","5","17","12","80","68","31","0","0","-"
"793","Dillon Heatherington","DAL","D","11","116.03333333333","0","2","1","1","2","22.22","11","0.00","0.45","18","16","3","1","0","3","26","6","3","2","1","7","4","0","13","6","4","0","0","-"
"821","Kerby Rychel","CGY, MTL","L","6","62.466666666667","1","1","0","1","2","66.67","8","12.50","0.44","10","10","4","2","0","2","2","1","1","0","0","3","1","1","16","3","3","2","3","40.00"
"829","Nathan Walker","EDM, WSH","L","12","109.45","1","1","1","0","2","50.00","8","12.50","0.52","16","11","10","2","0","1","8","4","4","0","0","4","2","0","23","19","1","0","0","-"
"901","Louie Belpedio","MIN","D","3","42.05","0","2","0","2","2","66.67","0","-","0.01","5","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","5","0","0","-"
"925","Matthew Highmore","CHI","C","13","157.98333333333","2","0","0","0","2","50.00","27","7.41","2.38","43","34","28","10","3","1","0","0","0","0","0","2","4","1","9","30","7","1","4","20.00"
"930","Danick Martel","PHI, T.B","L","13","132.46666666667","0","2","2","0","2","40.00","22","0.00","1.94","38","33","23","11","1","2","8","4","4","0","0","2","1","4","14","14","10","1","1","50.00"
"1009","Mikhail Vorobyev","PHI","C","15","140","1","1","0","1","2","33.33","10","10.00","0.94","13","13","6","4","0","1","2","1","1","0","0","0","4","5","4","11","4","25","46","35.21"
"1025","Philippe Myers","PHI","D","21","322.7","1","1","0","1","2","20.00","25","4.00","0.83","67","42","13","1","0","2","2","1","1","0","0","2","13","7","42","18","8","0","0","-"
"1113","Eeli Tolvanen","NSH","R","7","89.416666666667","1","1","0","1","2","66.67","5","20.00","1","18","14","11","4","0","1","0","0","0","0","0","0","2","3","6","6","3","0","0","-"
"1121","Martin Necas","CAR","C","8","77.066666666667","1","1","0","1","2","100.00","6","16.67","0.64","10","9","6","3","0","0","2","1","1","0","0","1","8","4","3","7","2","16","32","33.33"
"1137","Calle Rosen","TOR","D","8","117.96666666667","1","1","0","1","2","40.00","10","10.00","0.34","23","16","5","0","0","2","4","2","2","0","0","1","5","2","2","9","2","0","0","-"
"1148","Spencer Foo","CGY","R","4","63.416666666667","2","0","0","0","2","100.00","16","12.50","2.18","22","20","16","11","1","1","0","0","0","0","0","2","1","2","6","5","3","1","0","100.00"
"1150","Adam Johnson","PIT","C","6","31.833333333333","0","2","1","1","2","66.67","3","0.00","0.23","5","3","4","2","0","0","0","0","0","0","0","0","1","2","11","7","3","0","0","-"
"1155","Joel L'Esperance","DAL","C","18","220.46666666667","2","0","0","0","2","66.67","24","8.33","2.75","45","33","31","12","0","4","6","3","3","0","0","1","7","6","22","9","4","26","30","46.43"
"1156","Daniel Brickley","L.A","D","5","62.033333333333","0","2","1","1","2","66.67","2","0.00","0.03","3","2","0","0","0","0","0","0","0","0","0","0","2","0","6","9","5","0","0","-"
"1162","Isac Lundestrom","ANA","C","15","195.43333333333","0","2","1","1","2","33.33","13","0.00","1","18","15","13","6","1","0","2","1","1","0","0","4","5","3","4","13","5","21","43","32.81"
"57","Brooks Laich","L.A","C","12","134.31666666667","0","1","0","1","1","50.00","10","0.00","0.7","21","14","7","3","0","0","6","3","3","0","0","1","2","4","22","18","5","53","56","48.62"
"71","Boyd Gordon","PHI","C","13","106.31666666667","1","0","0","0","1","50.00","8","12.50","0.91","13","10","7","4","0","3","2","1","1","0","0","0","0","2","4","10","7","48","38","55.81"
"103","Matt Carle","NSH","D","6","78.866666666667","0","1","1","0","1","33.33","2","0.00","0.04","4","3","0","0","0","0","0","0","0","0","0","1","4","0","3","6","5","0","0","-"
"105","Colin McDonald","PHI","R","3","27.066666666667","1","0","0","0","1","100.00","5","20.00","0.51","6","6","4","2","0","0","0","0","0","0","0","0","0","0","9","3","0","0","1","0.00"
"132","Bryan Bickell","CAR","L","11","114.85","1","0","0","0","1","14.29","8","12.50","0.93","20","14","7","4","0","1","4","2","2","0","0","0","2","3","16","7","3","0","2","0.00"
"190","Cal O'Reilly","BUF, MIN","C","12","95.516666666667","0","1","1","0","1","50.00","4","0.00","0.24","6","4","2","2","1","1","0","0","0","0","0","1","2","4","2","2","4","34","37","47.89"
"195","Andrew Desjardins","CHI","C, L","46","432.46666666667","0","1","0","1","1","10.00","46","0.00","4.01","84","59","45","21","5","5","22","8","6","2","0","11","10","9","73","57","17","39","30","56.52"
"236","Erik Condra","DAL, T.B","R","19","201.41666666667","1","0","0","0","1","33.33","18","5.56","1.66","29","24","15","9","2","2","6","3","3","0","0","3","8","3","8","27","8","1","1","50.00"
"254","Jim O'Brien","OTT","C","10","87.55","0","1","1","0","1","33.33","11","0.00","0.68","15","14","9","4","0","2","0","0","0","0","0","2","2","2","10","14","5","27","37","42.19"
"255","Eric Tangradi","N.J","L","6","82.683333333333","0","1","1","0","1","100.00","10","0.00","0.62","15","10","8","3","2","3","0","0","0","0","0","1","1","3","11","6","4","3","3","50.00"
"318","Aaron Ness","WSH","D","10","127.48333333333","0","1","0","1","1","16.67","2","0.00","0.06","4","3","1","0","0","0","8","4","4","0","0","1","3","1","3","16","10","0","0","-"
"330","Matt Donovan","NSH","D","2","14.783333333333","0","1","0","1","1","100.00","1","0.00","0.02","1","1","0","0","0","1","2","1","1","0","0","0","0","0","0","2","3","0","0","-"
"354","Brian Lashoff","DET","D","10","121.23333333333","0","1","0","1","1","33.33","3","0.00","0.09","7","4","1","0","0","0","2","1","1","0","0","1","1","0","11","14","8","0","0","-"
"361","Landon Ferraro","MIN","C","2","8.8333333333333","1","0","0","0","1","100.00","3","33.33","0.3","3","3","3","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"389","Eric Gelinas","COL","D","27","312.73333333333","0","1","0","1","1","10.00","29","0.00","0.72","62","43","5","0","1","2","12","6","6","0","0","1","6","3","32","23","16","0","1","0.00"
"392","Stefan Elliott","OTT","D","3","26.95","0","1","0","1","1","50.00","3","0.00","0.04","8","3","1","0","0","1","0","0","0","0","0","0","1","0","2","4","1","0","0","-"
"395","Anton Rodin","VAN","R","3","26.733333333333","0","1","0","1","1","100.00","2","0.00","0.13","5","3","2","0","0","1","0","0","0","0","0","0","1","2","0","2","1","0","0","-"
"415","Seth Helgeson","N.J","D","9","121.21666666667","1","0","0","0","1","25.00","3","33.33","0.2","11","8","4","0","0","0","15","3","0","3","0","3","0","0","16","6","11","0","0","-"
"432","Mike Liambas","ANA, NSH","L","8","41.716666666667","0","1","1","0","1","100.00","3","0.00","0.17","3","3","2","1","0","0","21","6","3","3","0","3","1","1","16","6","1","0","2","0.00"
"485","Dylan McIlrath","DET, FLA, NYR","D","13","163.41666666667","1","0","0","0","1","20.00","9","11.11","0.12","24","13","3","0","2","1","18","6","4","2","0","4","5","3","34","23","11","0","0","-"
"498","Sam Carrick","ANA","C","6","61.316666666667","0","1","1","0","1","100.00","5","0.00","0.41","5","5","2","2","0","0","2","1","1","0","0","0","1","1","15","8","2","19","18","51.35"
"506","Zach Trotman","PIT","D","16","236.8","0","1","1","0","1","12.50","22","0.00","0.7","43","28","5","1","0","2","4","2","2","0","0","1","5","2","21","41","20","0","0","-"
"512","Erik Burgdoerfer","BUF, OTT","D","8","91.85","0","1","1","0","1","50.00","6","0.00","0.17","8","7","2","0","0","1","2","1","1","0","0","0","3","0","26","10","2","0","0","-"
"517","Steve Oleksy","PIT","D","11","150.66666666667","0","1","0","1","1","16.67","11","0.00","0.4","27","18","6","0","0","1","24","9","7","2","0","4","1","1","20","28","19","0","0","-"
"625","Samuel Henley","COL","C","1","5.3","1","0","0","0","1","100.00","1","100.00","0.02","1","1","0","0","0","0","2","1","1","0","0","0","0","0","2","0","0","0","1","0.00"
"633","Cole Schneider","BUF","L","4","28.566666666667","0","1","1","0","1","50.00","6","0.00","0.14","8","6","2","0","1","0","0","0","0","0","0","0","0","0","3","0","2","0","0","-"
"638","Cameron Schilling","WPG","D","4","48.383333333333","0","1","0","1","1","50.00","2","0.00","0.04","6","4","0","0","0","0","0","0","0","0","0","0","3","0","3","9","5","0","0","-"
"656","Stefan Matteau","VGK","C","8","65.616666666667","0","1","1","0","1","100.00","8","0.00","0.54","19","13","7","2","0","1","0","0","0","0","0","2","3","5","8","10","1","1","1","50.00"
"674","Patrick Sieloff","OTT","D","1","11.183333333333","1","0","0","0","1","100.00","3","33.33","0.04","4","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"716","Christoph Bertschy","MIN","C","6","46.05","0","1","0","1","1","50.00","5","0.00","0.33","5","5","4","2","0","1","8","4","4","0","0","0","1","0","7","6","3","0","0","-"
"749","Connor Clifton","BOS","D","19","336.4","0","1","0","1","1","9.09","22","0.00","0.72","51","28","7","1","0","5","15","6","5","1","0","5","9","10","40","56","13","0","0","-"
"750","Luke Johnson","CHI","C","15","162.18333333333","0","1","0","1","1","33.33","19","0.00","1.32","27","23","13","5","1","2","8","4","4","0","0","1","1","6","31","24","9","51","55","48.11"
"755","Hudson Fasching","BUF","R","15","152.58333333333","0","1","1","0","1","100.00","7","0.00","1.2","19","14","13","7","1","2","4","2","2","0","0","2","1","1","24","10","4","0","0","-"
