name,teamName,jersey,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld,ht,wt
Jacob Markstrom,Toronto,28,32,88,88,87,82,79,81,88,85,89,0,0,59,59,,
Taylor Fedun,Toronto,82,33,64,73,68,74,64,70,73,73,74,71,70,47,45,,
Fredrik Claesson,Toronto,23,28,74,72,72,75,59,69,72,64,62,72,65,43,41,,
David Savard,Toronto,30,30,77,75,74,78,81,69,75,72,69,76,64,72,70,,
Tanner Kero,Toronto,20,28,67,69,69,72,65,75,71,71,66,68,66,41,39,,
Tristian Jarry,Toronto,35,26,86,89,82,80,78,79,84,86,85,0,0,31,31,,
Cale Makar,Toronto,1,22,71,85,72,82,65,75,84,85,86,74,80,35,33,,
Blake Comeau,Toronto,65,35,76,71,74,77,68,66,71,71,70,73,68,90,85,,
Jakub Forsbacka,Toronto,10,25,63,73,71,71,63,73,69,69,63,68,66,25,25,,
Jake Walman,Toronto,33,25,68,71,70,71,59,70,72,65,60,69,66,35,33,,
Vladislav Kamenev,Toronto,11,24,69,66,73,70,62,68,68,71,72,68,63,35,33,,
Austin Wagner,Toronto,18,24,74,71,69,72,65,67,72,66,65,65,68,40,38,,
T.J. Oshie,Toronto,41,34,73,73,71,79,72,69,73,77,80,69,81,90,85,,
Henrik Borgstrom,Toronto,42,23,65,68,72,74,61,70,62,70,70,62,69,35,33,,
Mark Stone,Toronto,62,29,74,73,80,81,76,72,73,83,85,80,79,65,63,,
Ville Pokka,Vancouver,24,28,66,70,71,73,73,70,71,66,65,66,70,29,28,,
Tobias Rieder,Vancouver,12,28,68,74,68,74,65,80,74,66,65,70,67,61,59,,
Charlie Lindgren,Vancouver,10,28,75,81,76,78,79,80,80,77,81,0,0,35,35,,
Garnet Hathaway,Vancouver,32,29,83,71,75,76,77,53,72,70,68,73,69,53,51,,
Adam Tambellini,Vancouver,2,27,66,67,70,70,70,70,66,67,67,66,68,30,27,,
Chris Tanev,Vancouver,20,31,70,74,75,80,68,77,74,73,75,84,65,71,69,,
Alex DeBrincat,Vancouver,1,23,70,80,63,81,80,78,78,79,81,66,86,45,43,,
Michal Kempny,Vancouver,17,30,68,78,72,78,66,68,79,73,71,72,69,49,47,,
Remi Elie,Vancouver,5,26,71,68,71,72,59,70,68,65,64,67,60,37,35,,
Stanislav Galiev,Vancouver,21,29,63,69,69,65,60,70,69,65,65,62,60,36,34,,
Alex Galchenyuk,Vancouver,28,27,69,74,71,76,65,69,75,74,73,69,72,66,64,,
"Cristoval ""Boo"" Nieves",Vancouver,26,28,68,67,70,68,68,68,66,67,62,68,70,32,31,,
Nicolas Aube-Kubel,Vancouver,6,25,76,74,70,74,63,62,72,71,69,66,67,37,35,,
Mirco Mueller,Vancouver,22,26,72,68,75,74,65,72,68,70,67,70,66,42,40,,
Calvin Pickard,Vancouver,34,29,80,80,81,76,76,82,80,79,82,0,0,42,42,,
Noel Acciari,Vancouver,16,29,80,69,73,77,66,69,71,70,67,77,70,52,50,,
Nick Bonino,Vancouver,38,33,69,72,72,77,80,72,72,73,70,76,73,79,76,,
Laurent Dauphin,Vancouver,7,26,65,70,70,71,55,65,70,60,59,71,60,35,33,,
Karl Alzner,Vancouver,31,32,68,69,73,69,57,74,69,69,69,70,62,76,74,,
Clark Bishop,Vancouver,27,25,72,66,69,71,58,67,66,71,68,70,61,35,33,,
Jeremy Roy,Vancouver,37,24,65,67,69,69,68,65,68,69,71,69,69,29,27,,
JT Compher,Vancouver,14,26,69,76,71,77,68,71,76,72,71,76,73,48,46,,
Adin Hill,Vancouver,36,25,80,80,80,75,70,78,81,81,82,0,0,33,33,,
John Quenneville,Vancouver,11,25,71,69,71,73,58,70,68,60,58,63,63,35,33,,
Marcus Johansson,Vancouver,29,30,65,74,67,77,65,78,75,74,73,67,71,75,73,,
Brandon Tanev,Vancouver,45,29,88,75,73,76,66,68,75,71,67,77,72,52,50,,
Mikael Backlund,Vancouver,19,32,72,73,70,79,79,69,73,78,78,75,73,81,78,,
Juho Lammikko,Vancouver,23,25,68,66,72,72,65,73,69,63,59,68,65,36,34,,
Joel Armia,Vancouver,35,28,76,70,75,77,65,70,69,72,72,72,73,54,52,,
Mikkel Boedker,Vancouver,89,31,65,80,68,72,64,77,79,69,68,65,68,76,74,,
Tyler Biggs,Vancouver,25,28,68,64,69,68,66,68,68,66,70,65,68,30,33,,
Michal Neuvirth,Vancouver,33,33,70,77,77,70,70,77,75,75,72,0,0,56,56,,
Dane Fox,Vancouver,42,28,72,66,70,64,63,61,65,64,64,64,67,28,28,,
Scott Mayfield,Vancouver,13,28,73,72,78,78,79,65,72,73,72,77,67,51,49,,
Cole Cassels,Vancouver,9,26,68,70,68,71,70,65,68,71,69,69,65,25,25,,
Jimmy Vesey,Vancouver,41,28,67,72,73,75,73,73,72,70,67,68,69,55,53,,
Dominic Turgeon,Vancouver,18,25,69,66,73,69,56,70,66,60,59,69,60,35,33,,
Mantas Armalis,Vancouver,30,29,69,72,68,71,74,75,77,72,71,0,0,34,34,,
Anthony Bitetto,Vancouver,84,30,77,68,72,74,63,64,72,73,72,70,65,48,46,,
Michael Matheson,Vancouver,15,27,72,76,74,78,66,69,77,73,72,72,73,48,46,,
David Backes,Vancouver,48,37,77,66,80,74,63,61,65,68,68,72,69,91,86,,
Viatcheslav Voynov,Vancouver,43,31,66,73,64,69,60,73,72,68,67,66,61,48,46,,
Vinnie Hinostroza,Vancouver,39,27,69,70,70,75,65,72,72,74,67,66,69,49,47,,
Jake Allen,Vancouver,44,31,84,85,83,78,74,80,88,74,88,0,0,45,48,,
Petr Straka,Vancouver,51,29,65,67,67,65,60,70,68,69,69,60,60,35,33,,
Brett Kulak,Vancouver,40,27,69,71,75,76,65,69,71,73,74,77,66,48,46,,
Dustin Brown,Washington,29,36,72,69,74,79,69,69,70,74,75,68,77,98,93,,
Keith Yandle,Washington,8,34,66,79,70,78,83,69,80,83,83,70,70,96,91,,
Alex Pietrangelo,Washington,11,31,71,77,80,84,67,76,77,80,81,84,79,83,79,,
Nate Schmidt,Washington,20,29,67,80,72,79,66,78,79,75,76,77,73,61,59,,
Ryan Strome,Washington,15,27,68,73,70,80,83,68,74,80,78,71,74,64,62,,
Curtis McElhinney,Washington,44,38,81,81,82,75,77,81,81,76,84,0,0,62,62,,
Aleksander Barkov,Washington,4,25,70,78,79,83,76,78,77,84,86,79,83,61,59,,
Taylor Hall,Washington,16,29,69,85,76,80,65,69,84,82,81,68,73,74,72,,
Mike Hoffman,Washington,73,31,66,84,71,77,79,71,84,77,78,65,79,69,67,,
Markus Hannikainen,Washington,42,28,70,67,71,71,64,73,68,66,66,66,68,39,37,,
Andrei Vasilevskiy,Washington,1,27,91,94,90,87,79,87,95,90,94,0,0,52,52,,
Brenden Dillon,Washington,28,30,80,69,79,78,83,64,69,74,72,78,64,74,72,,
Tom Wilson,Washington,48,27,89,74,84,78,67,47,74,77,75,72,76,65,63,,
Adam Fox,Washington,35,23,70,77,75,83,82,74,79,85,85,79,74,36,34,,
Matthew Benning,Washington,3,27,70,69,71,75,65,68,72,71,63,70,64,51,49,,
Brock Boeser,Washington,18,24,66,74,72,81,68,75,75,80,80,66,82,48,47,,
Jan Rutta,Washington,14,30,72,71,78,76,64,71,70,71,71,75,64,46,44,,
Nikita Tryamkin,Washington,5,26,70,69,77,68,60,63,73,67,63,67,63,36,34,,
Vadim Shipachev,Washington,19,35,67,70,69,73,73,66,73,76,73,66,69,30,29,,
Ryan Getzlaf,Washington,22,36,79,69,80,79,68,66,70,76,75,70,71,94,89,,
Nikita Gusev,Washington,97,28,62,77,66,76,65,75,77,75,78,68,70,40,38,,
Greg McKegg,Washington,26,29,69,70,69,71,63,68,67,63,63,64,70,46,44,,
John Persson,Washington,25,29,67,65,70,67,60,65,65,60,60,60,65,35,33,,
Lars Eller,Washington,12,32,71,72,74,78,72,67,73,75,75,78,72,84,80,,
Maxim Lapierre,Washington,32,36,66,69,70,66,60,59,69,65,64,60,61,71,69,,
Tyler Motte,Washington,7,26,87,76,72,76,64,71,75,68,67,76,71,44,42,,
Drake Caggiula,Washington,34,27,77,76,70,74,65,67,76,71,67,72,70,48,46,,
Alvaro Montoya,Washington,50,37,78,79,81,74,69,77,80,79,79,0,0,42,40,,
Devon Toews,Washington,27,27,70,76,73,82,66,78,76,77,80,80,75,44,42,,
Austin Ortega,Washington,13,27,66,70,58,70,67,68,71,68,70,64,68,25,28,,
Artturi Lehkonen,Washington,9,26,76,74,73,76,75,73,74,71,69,76,71,52,50,,
Bogdan Kiselevich,Washington,36,31,70,69,70,71,62,69,70,71,71,71,62,39,37,,
Luca Sbisa,Washington,17,31,80,68,75,76,60,67,69,66,65,73,64,68,66,,
Vladimir Tkachev,Washington,30,26,63,70,52,69,55,67,70,69,69,64,67,30,31,,
Joel L'Esperance,Washington,37,25,68,65,69,71,58,70,68,60,58,64,70,35,33,,
Ryan Kuffner,Washington,38,25,65,66,69,69,57,70,66,60,59,62,60,35,33,,
Patrick McNally,Washington,92,30,65,67,68,67,63,68,66,68,68,70,62,28,29,,
Martin Necas,Washington,39,22,68,80,73,79,65,74,80,78,80,70,74,35,33,,
Oskar Sundqvist,Washington,31,27,74,72,77,76,65,69,73,71,69,74,71,46,44,,
Joonas Donskoi,Washington,74,29,65,77,72,76,74,73,76,73,75,73,75,59,57,,
Petter Emanuelsson,Washington,23,30,68,69,70,68,69,67,67,64,68,69,69,30,31,,
Christoper Gibson,Washington,33,29,77,80,80,75,78,79,79,78,80,0,0,35,35,,
Jesper Fast,Columbus,18,29,73,73,69,77,67,72,73,73,72,74,71,62,60,,
Cody Eakin,Columbus,31,30,68,74,71,76,65,69,72,69,67,71,68,72,70,,
Robert Bortuzzo,Columbus,48,32,75,68,77,76,65,61,69,72,68,75,65,63,61,,
Kevin Shattenkirk,Columbus,13,32,70,75,70,79,77,69,76,75,78,71,67,81,78,,
Alexander Edler,Columbus,34,35,80,70,78,80,65,68,70,76,75,81,67,89,84,,
Jake Gardiner,Columbus,54,31,67,74,70,77,65,73,74,75,78,71,66,74,72,,
Alexei Emelin,Columbus,45,35,69,73,74,68,60,66,73,67,64,67,62,67,65,,
Derek Grant,Columbus,57,31,73,70,74,75,65,68,70,72,69,76,71,56,54,,
Adam Henrique,Columbus,27,31,69,73,71,77,74,74,73,72,72,69,75,78,75,,
Vincent Trocheck,Columbus,21,27,78,74,72,79,65,68,74,80,81,72,76,60,58,,
Adam Clendening,Columbus,6,28,66,72,71,71,56,67,72,60,59,70,62,39,37,,
Ryan MacInnis,Columbus,9,25,68,67,73,71,59,70,66,61,60,63,60,35,33,,
Ryan Carpenter,Columbus,49,30,73,70,72,75,66,70,70,66,67,75,66,51,49,,
Gustav Nyquist,Columbus,4,31,66,76,68,79,83,74,77,78,77,72,73,69,67,,
John Hayden,Columbus,11,26,80,67,74,71,64,52,65,64,64,65,65,42,40,,
Brandon Carlo,Columbus,7,24,74,71,84,79,65,69,71,69,68,83,70,48,46,,
Sean Kuraly,Columbus,15,28,76,73,73,76,69,67,72,70,66,72,68,50,48,,
Frederik Gauthier,Columbus,22,26,69,66,77,71,64,69,65,64,63,64,64,41,39,,
Philipp Grubauer,Columbus,38,30,86,89,90,82,79,81,90,84,90,0,0,50,50,,
Alex Stalock,Columbus,32,34,84,83,79,75,72,76,81,79,86,0,0,51,51,,
Josh Manson,Columbus,23,29,81,72,77,78,65,65,73,73,73,77,65,58,56,,
Josh Archibald,Columbus,40,28,82,70,70,75,68,68,68,69,68,75,71,48,46,,
Nicolas Petan,Columbus,12,27,69,70,67,73,70,71,70,70,70,69,64,36,37,,
Scott Harrington,Columbus,52,28,68,71,74,75,64,69,72,73,71,71,67,45,43,,
Tommy Cross,Columbus,58,31,63,68,64,67,60,70,63,68,65,68,61,37,35,,
Derick Brassard,Columbus,28,33,71,73,72,76,71,69,73,72,71,64,71,90,85,,
Kevin Connauton,Columbus,19,31,74,70,72,75,60,67,67,72,68,71,63,55,53,,
Matthew Tkachuk,Columbus,10,23,78,74,77,79,81,63,74,80,84,71,77,49,47,,
Alex Nedeljkovic,Columbus,33,26,82,83,81,79,77,78,82,80,84,0,0,33,33,,
Carl Hagelin,Columbus,65,32,66,80,66,76,66,69,79,72,67,80,69,77,75,,
Daniel Carr,Columbus,42,29,72,70,74,72,57,71,70,67,64,64,62,41,39,,
Dennis Gilbert,Columbus,2,24,71,68,75,71,57,50,69,64,61,72,64,35,33,,
Rasmus Andersson,Columbus,3,24,69,72,76,79,81,69,72,74,76,75,70,43,41,,
Brandon Saad,Minnesota,2,28,66,74,76,77,67,77,76,72,74,71,78,70,68,,
Antti Raanta,Minnesota,44,32,80,85,84,81,79,79,80,80,80,0,0,51,51,,
Johan Gustafsson,Minnesota,1,30,76,76,78,74,73,73,77,69,77,0,0,31,31,,
Pavel Kraskovsky,Minnesota,29,25,68,66,75,73,61,65,72,61,64,60,69,25,25,,
John Klingberg,Minnesota,11,28,68,79,67,82,66,74,80,84,84,72,74,62,60,,
Daniel Sprong,Minnesota,30,24,65,70,69,73,64,75,70,70,68,63,75,38,36,,
Nikolay Goldobin,Minnesota,0,25,64,70,71,76,62,75,71,74,73,63,69,37,35,,
Logan Couture,Minnesota,52,32,73,72,73,81,69,74,72,76,74,73,77,82,79,,
Garrett Wilson,Minnesota,4,30,73,69,77,68,64,63,69,69,65,69,64,41,39,,
T.J. Brodie,Minnesota,34,31,68,76,74,80,77,76,77,73,75,78,66,77,75,,
Pierre-Luc Dubois,Minnesota,5,23,76,73,79,78,74,66,73,77,77,69,75,45,43,,
Zemgus Girgensons,Minnesota,28,27,71,70,79,75,73,73,70,69,67,74,71,60,58,,
Anton Khudobin,Minnesota,69,35,91,89,88,81,78,82,87,79,87,0,0,58,58,,
John Carlson,Minnesota,10,31,71,77,79,83,78,75,77,88,86,80,80,84,80,,
William Nylander,Minnesota,3,25,65,77,72,78,66,74,77,79,82,70,78,52,50,,
Johan Sundstrom,Minnesota,31,28,64,65,70,65,60,62,66,64,63,60,60,35,33,,
Aleksi Saarela,Minnesota,7,24,65,67,67,69,57,70,67,69,66,69,69,35,33,,
Kevin Hayes,Minnesota,14,29,70,70,77,79,75,72,70,75,75,72,75,65,63,,
Filip Forsberg,Minnesota,9,26,74,79,71,79,65,70,77,79,82,68,78,60,58,,
Danton Heinen,Minnesota,6,26,68,73,73,76,68,77,74,72,70,72,71,48,46,,
Markus Granlund,Minnesota,12,28,67,71,69,73,65,73,70,63,62,70,68,52,50,,
Clayton Stoner,Minnesota,13,36,69,68,76,69,60,59,69,67,67,69,66,63,61,,
Evgeny Kuznetsov,Minnesota,91,29,68,78,72,79,66,68,78,81,80,70,74,65,63,,
Hampus Lindholm,Minnesota,48,27,69,76,76,82,65,70,76,75,76,78,69,62,60,,
Nathan MacKinnon,Minnesota,16,25,69,87,77,83,76,71,86,89,89,71,84,63,61,,
Mark Scheifele,Minnesota,20,28,71,76,76,83,85,71,77,84,83,67,81,67,65,,
Blake Speers,Minnesota,17,24,63,66,69,65,60,70,67,60,60,67,60,35,33,,
Rourke Chartier,Minnesota,38,25,67,63,69,69,58,70,62,60,61,65,67,35,33,,
Dmytro Timashov,Minnesota,19,24,71,70,65,71,61,66,70,64,63,61,63,35,33,,
Sami Niku,Minnesota,39,24,68,70,69,74,59,68,64,66,64,69,63,35,33,,
Ethan Bear,Minnesota,27,24,70,73,73,79,69,71,73,73,71,75,68,38,36,,
Troy Terry,Minnesota,40,23,64,70,66,76,65,74,70,73,72,66,70,36,34,,
Francis Perron,Minnesota,22,25,67,71,70,69,68,70,63,62,67,70,69,26,25,,
Vladislav Gavrikov,Minnesota,41,25,70,68,76,78,81,75,68,73,73,74,67,39,37,,
Ian McCoshen,Minnesota,23,25,75,68,72,73,59,67,71,69,60,69,69,35,33,,
Jack Roslovic,Minnesota,24,24,67,78,73,78,74,77,76,77,77,66,73,47,44,,
Kevin Stenlund,Minnesota,33,24,66,71,74,75,61,71,65,69,69,68,71,35,33,,
Kirill Kaprizov,Minnesota,45,24,66,81,64,79,81,71,83,82,82,66,79,35,33,,
Kyle Connor,Minnesota,35,24,66,77,70,81,85,75,77,79,81,66,85,48,46,,
Martins Dzierkals,Minnesota,36,24,68,66,68,70,69,71,61,71,68,71,63,25,25,,
