name,teamName,jersey,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld,ht,wt
Zach Boychuk,Tampa Bay,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,70,185
Zach Hyman,Rangers,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,211
Zach Parise,Washington,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,71,195
Zach Sanford,Ottawa,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,207
Zach Werenski,Tampa Bay,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,74,212
Zach Whitecloud,New Jersey,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,74,209
Zack Kassian,Carolina,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,75,211
Zack MacEwen,Colorado,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,75,205
Zack Mitchell,LosAngeles,69,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,188
Zack Smith,Colorado,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,74,208
Zdeno Chara,Dallas,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,81,250
Zemgus Girgensons,Minnesota,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,211
